,topic,document
209,67,"Princess Theatre - 163 Spring St: Many famous actresses have performed at the theatre, including Nellie Stewart, Sibyl Thorndike, Marlene Dietrich and Marina Prior. Nellie Stewart, who starred in the first performance of 'The Mikado'."
210,51,"Visitor centre and restaurant: We start the walk from the visitors centre that overlooks Jells lake.  The restaurant is open every day except Christmas Day.
"
211,34,Wattles in bloom: As soon as you start wandering down to the lake you will notice some wonderful native flora to your right.
212,0,Pacific Black Duck: Around the lake there is abundant bird life including the versatile Pacific Black Duck. It frequents all types of water and is found in all but the most arid regions of Australia.
213,0,"Eurasian Coot: The Eurasian Coot is easy to find.  Its an omnivore, and will take a variety of small live prey including the eggs of other water birds, as well as algae, vegetation, seeds and fruit."
214,9,"A stroll in the park: The path meanders along the edge of open parkland before heading into the conservation area.    
"
215,0,"By the lakeside: When you are near the lake listen out for some of the thousands of frogs that live here.  They do not drink water, and instead absorb it through their skin."
216,15,"Chestnut Teal: When you are crossing the creek you might spot a Chestnut Teal looking for lunch.   A male teal is pictured here agitating the shallow water ..
"
217,64,"Chestnut Teal Upended: .. before upending to bottom feed underwater.
"
218,0,"Wetlands: The wetlands act as filters, sponges and reserves of water.  Though only 2% of Victoria is wetland area, it supports 33% of our endangered plants and is home to mammals, frogs, fish and insects."
219,0,Nesting Boxes: Hollows in old trees are home to many native birds.  As there are not enough hollows for all the native species that utilise the nesting boxes dotted around the park.
220,23,"The conservation area: The conservation area immerses you in native flora, while you are serenaded by the varied songs of the birdlife it supports."
221,0,Bird Hide: The bird hide provides a great opportunity to watch the birdlife.  The hide has an information board with pictures and descriptions of some of the birdlife you may see.  Bring your binoculars!
222,0,"Purple Swamphen: The park is home to a sizeable population of the beautiful Purple Swamphen.  The male has an elaborate courtship display, holding water weeds in his bill and bowing to the female with loud chuckles!"
223,9,Enjoy the scenery of the park: Can you hear the peace and quiet? This stretch is great for spotting birds and listening to their songs.
224,37,"Drouin Civic Park: Drouin Civic Park is set in a small valley, with a pond, fountain, rotunda, playground and public toilets. The park also includes the 'Path of Achievement'."
225,36,Directional signage: Directional signage is displayed along the trail to provide distances and orientation.
226,33,"Pause places: Pause places, like this one in the Drouin wetlands, includes recycled-plastic seating, rubbish bins and bike racks."
227,0,Drouin Wetlands: Wetlands have been established through this part of the walk and the Drouin Landcare Group have planted hundreds of native trees to increase biodiversity and improve water quality and amenity.
228,25,Boardwalk: After crossing Buln Buln road you will come to an elevated boardwalk over a creek and views across green paddocks.
229,29,"View, Mt Baw Baw, Mt Worth, Strezlecki Ranges.: There are lovely views from a number of vantage points along the trail including vistas to Mt Baw Baw, Mt Worth and the Strezlecki Ranges. "
230,1,Mosaics: Local artists created mosaics which have been set into each of the pause places along the trail.
231,8,"Lardners Track Cenotaph: Here a memorial is located in recognition to William Calder, the first Chairman of Country Roads Board, for his outstanding contribution to Victorias road network."
232,6,Pause places: Another pause place to enjoy the views of the surrounding farms and mountain ranges.
233,1,"Indigenous history: A number of interpretive signs explain the local Indigenous history, creation stories and artwork of the Gunaikurnai, one of the Aboriginal nations of Australia. "
234,24,Western Park BMX track: The trail winds past the Western Park BMX track where you can try out the track or watch the locals on the berms.
235,4,"Rotary Park: Rotary Park is located on Latrobe Street in Warragul where you will finds a kids playground, outdoor gym equipment, public toilets, rotunda with picnic facilities, drinking fountain, and Hazel Creek."
236,1,Warragul Gateway Entrance: The entrance of the trail will soon be marked by a large and significant piece of artwork which pays homage to local threatened species 
237,6,Baw Baw Shire Council: This walk is proudly brought to you by Baw Baw Shire Council.
238,37,"Lysterfield Visitor Area: A spot for all the family to gather and play!  Picnic, BBQ, go sailing and swimming, or head off for a leisurely walk around the whole lake."
239,2,Beach and swimming area: This end of the lake is a designated swimming beach. The dam wall is in the background.
240,2,"Boat Beach: Sail boats launch from here, a lovely sight on your walk along this beach.  "
241,57,Dam Wall access: At the end of the beach are steps to the top of the wall which begins your walk around the lake.  
242,45,"Trailmix Cafe and Visitor Centre: Providing food, drinks and information as well as bike repairs, sales and hire."
243,57,Dam Wall: From up here you can get a view over the 82ha lake which supplied fresh water to the Mornington Peninsula from 1936 till 1975.
244,23,West side of the Lake: The tall tree canopy provides shade as you walk. 
245,72,Acacia Nature Trail: Step in here and step back in time to discover the native vegetation which once surrounded Melbourne.
246,5,Black Wattles: Black Wattles grow in this area and are stripped bare when their bark is eaten by the Fire Blight Beetle in Winter and Spring.  
247,0,Grassy area: Stop here for a rest or a picnic and perhaps spot an Eastern Grey Kangaroos or Black Wallaby if you are here early or at dusk.
248,23,Conservation Area: Numerous conservation projects are underway in this park.  
249,0,East side of the Lake: Look up and see how many birds you can spot flying amongst the tree tops.
250,23,Conservation Zone: Only walkers can use this track amongst the lush green vegetation for the final stretch of this peaceful walk. 
251,17,The end or just the beginning?: The walk is a loop around the lake.  Look out for this sign from the north end of the carpark.
252,1,Mural on wall: Beautiful wall art and part of a program to address problem graffiti.
253,1,mosaic artworks: Mosaic artworks in the pocket parks
254,1,Frog art work: More stunning art work and perhaps an artistic place to rest!
255,28,Old substation: Historical substation 
256,43,Early drive-through service station: Back from early days of the car.
257,74,Party supplies shopfront: Always great window displays
258,13,"Old Italian Cake and Coffee Shop: A high street ""institution"" run by a lovely elderly couple."
