,topic,document
241,2,Dam Wall access: At the end of the beach are step to the top of the wall which begin ymy walk around the lake.
242,3,"Trailmix Cafe and Visitor Centre: Providing food, drink and information as well as bike repairs, s and hire."
243,2,Dam Wall: From up here you can get a view over the ha lake which supplied fresh water to the from till .
244,43,West side of the Lake: The tall tree canopy provide shade as you walk.
245,43,Acacium Nature Trail: Step in here and step back in time to discover the native vegetation which once surrounded .
246,5,Black Wattles: Black Wattle grow in thi area and are stripped bare when their bark is eaten by the Fire B Beetle in Winter and Spring.
247,16,area: Stop here for a rest or a picnic and perhap spot an Eastern Kan or Black Wallaby if you are here early or at dusk.
248,43,Conservation Area: Nume conservation project are underway in thi park.
249,1,East side of the Lake: Look up and see how many bird you can spot flying amongst the tree tops.
250,43,Conservation Zone: Only walker can use thi track amongst the lush green vegetation for the final stretch of thi peaceful walk.
251,0,The end or just the beginning?: The walk is a loop around the lake. Look out for thi sign from the north end of the carpark.
252,22,Mural on wall: Beautiful wall art and part of a program to addres problem graffiti.
253,51,mosaic artworks: Mosaic artwork in park
254,20,Frog art work: More stunning art work and perhap an artistic place to rest!
255,37,Old substation: Historical substation
256,21,Early drive-through service station: Back from early day of the car.
257,36,Party supply shopfront: Alway great window display
258,3,"Old In Cake and Coffee Shop: A high street ""institution"" run by a lovely elderly couple."
259,8,Architecture on St corner: Interwar architecture.
260,11,Lion Shop: Shop/admire the Art Nouveau architecture
261,3,"New cafe - active street frontage: For those with an interest in urbanity, a good example of a shop activating the street."
262,3,Cafe with kerbside dining. : More opportunity for refreshment! Life on the street again!
263,7,South Kenginston station: Bottle brush line the station and are spectacular in flowering season. Listen for s and keets.
264,6,"JJ Playground: Set in bushy surroundings, thi playground ha a number of slides, climbing frame and hidey holes. There is a disabled toilet nearby."
265,46,"Bill Vanina Pavillion: Restored and extend in , the Pavillion is used as a sport center eg.Football, soccer and cricket"
266,28,Skate Park & Adventure Playground: A popular place for older child with wheels! There is a public with disabled acces at the Skate Park.
267,50,"Community Recreation and Aquatic Centre: Thi popular centre ha a local gym, heated swimming pool and indoor basketball court."
268,6,"y' : The y is an adventure playground with a garden, social hub and activities. It' open for limited hour ng the school term and school holidays. See link below."
269,16,"Tankard' Reserve: A fine collection of play equipment, plu a picnic shelter with table."
270,72,"' Reserve : Bright and colourful, thi playground is suitable for pre-school children. and ha slides. A great spot to sit and enjoy the scenery too."
271,73,View from Reserve: Look for double (two pot of gold?).
272,46,Open play area and basketball ring: There is so much potential in an open play area. Cricket? Football? Egg and spoon race?
273,46,Open play area and tenni courts: These tenni court are available for hire. The key is available from the recreation centre on Street.
274,1,"' Paddock Lookout: View over wetland area. You'll often see a wide array of bird life, including s, duck and water fowl."
275,4,Former Stock Bridge: Thi is a fine spot to admire the surrounding views.
276,4,Tidal river Bridge: You needed to have crossed thi wonderful bridge to have started the walk. On hot day you often see person jumping off the bridge or paddler going under it.
277,0,The track: The track is quite well maintained and mostly is quite a gentle climb.
278,2,"Paddlers: I love the view down to Tidal River, you can see them but them not you."
279,2,"Norman Bay: Norman Bay would have to be one of the best walking and playing beach in , also great for swimming."
280,5,"Gras Tree: There are a lot of Gras Tree (Xanthorrhoea) around s Prom, bit only a few on thi walk and thi one is a beauty."
281,39,Tidal Overlook: It is worth the deviation off the track see the view from Tidal Overlook.
282,38,Rock with a view: There is a rock just off the path with a great view of Squeeky and out to see.
283,2,View out to sea : Could sit here all day looking out to sea.
284,0,The track: The track appear like a shady .
285,54,"Wildflowers: Look out for wildflowers, like thi little gem peaking up at you."
286,26,"Life ring: The life ring is there in case person fall off s. Be careful, two person drowned there in . Best to keep to the path and you will be OK."
287,38,s: These rock are like a sculpture and the colmy seem to change with the seasons.
288,2,"To Squeaky: The last part of the path to Squeaky, the anticipation..."
289,2,Squeaky Beach: 't forget to squeak when you walk!
290,2,"The sea: Time for a dip? But be careful, it is not a patrolled beach."
291,0,Start: You start the walk from the carpark.
292,17,No animal are allowed: Because it' a nal park no animal are allowed.
293,43,"Walking on the track: Thi is how the walk feels, you will feel enclosed and enjoying nature as you walk through it."
294,2,Breath taking views: There are nume point to see the coastline.
295,2,Way down to the beach: Thi is the point were you can walk down to the beach.
296,2,Stair to the beach: Be careful as you walk down to the beach as the stair are uneven and unsafe.
297,2,Beach: Enjoying a stroll around the beach with a picnic and a swim. You never know what you may find!
298,17,"Animals: Watch out for all type of creatures, they may just sneak up on you."
299,22,"Artist's Supplies: Thi is my shop to get fancy paper, pens, paint and other bit and bobs. The staff are very helpful, and it' got a very groovy shopfront."
300,22,"Mystery visitors: Hard to tell what thi wall' about, you can make up ymy own story to imagine which mysteriou spirit might visit the person who live in thi building!"
301,29,Dragon: Thi Chinese dragon look like he' enjoying watching the traffic.
302,22,Detective stories: There are a series of picture here that tell a story about the man in the suit. What' thi guy up to?
